model_id,scenario,game,n_runs,coop_rate_overall_mean,coop_rate_overall_ci_lo,coop_rate_overall_ci_hi,coop_rate_hub_mean,coop_rate_hub_ci_lo,coop_rate_hub_ci_hi,coop_rate_leaf_mean,coop_rate_leaf_ci_lo,coop_rate_leaf_ci_hi,hub_minus_leaf_coop_mean,hub_minus_leaf_coop_ci_lo,hub_minus_leaf_coop_ci_hi,hub_total_payoff_mean,hub_total_payoff_ci_lo,hub_total_payoff_ci_hi,leaf_avg_payoff_mean,leaf_avg_payoff_ci_lo,leaf_avg_payoff_ci_hi,hub_leadership_rate_mean,hub_leadership_rate_ci_lo,hub_leadership_rate_ci_hi,hub_exploitation_rate_mean,hub_exploitation_rate_ci_lo,hub_exploitation_rate_ci_hi,invalid_rate_mean,invalid_rate_ci_lo,invalid_rate_ci_hi,full_coop_rate_mean,full_coop_rate_ci_lo,full_coop_rate_ci_hi
Llama-3.1-8B-Instruct,no_comm,pd,5,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.4704761904761905,0.24761904761904763,0.6933333333333334,0.4695095029854512,0.2657882011605416,0.6732308048103608,0.0009666874907392819,-0.048294788775824916,0.04860389610389611,134.0,112.18,157.6,2.8333333333333335,2.341666666666667,3.325,0.6789527680991095,0.623932781649245,0.7339024390243902,,,,0.04375,0.025,0.06875,0.1625,0.0,0.3375
Llama-3.1-8B-Instruct,no_comm,sh,5,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.6524542124542124,0.4791208791208791,0.8247619047619047,0.6478508988949365,0.6044444444444445,0.6979713013359723,0.004603313559275957,-0.15540108470341032,0.14276258020938876,150.8,118.2,183.2849999999999,3.1416666666666666,2.2208333333333337,4.1375,0.6113386613386613,0.4935897435897436,0.7287379287379288,,,,0.090625,0.04375,0.140625,0.2,0.1125,0.275
Llama-3.1-8B-Instruct,no_sense,pd,5,0.484375,0.315625,0.675,0.5375,0.35,0.725,0.4666666666666667,0.30416666666666664,0.6625,0.07083333333333333,0.025000000000000005,0.125,145.6,130.2,163.44499999999996,3.3875,2.9625,3.8416666666666663,0.6533333333333332,0.5644444444444444,0.7511111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.0375,0.35
Llama-3.1-8B-Instruct,no_sense,sh,5,0.7020337301587302,0.617607886904762,0.8,0.775,0.7,0.8375,0.6774822695035462,0.5708333333333334,0.7941489361702128,0.09751773049645389,-0.008333333333333349,0.20336879432624114,197.8,172.595,226.4,4.408333333333333,4.0125,4.804166666666666,0.651010101010101,0.5308080808080808,0.7644444444444445,,,,0.003125,0.0,0.009375,0.2875,0.1125,0.4625
Llama-3.1-8B-Instruct,silence,pd,5,0.3290674603174603,0.29250992063492065,0.36564856150793645,0.3625,0.2625,0.45,0.3179078014184397,0.26242686170212765,0.3792708333333333,0.044592198581560286,-0.10540780141843972,0.16250000000000003,133.6,120.2,149.0,2.9916666666666667,2.5208333333333335,3.3708333333333336,0.5945454545454546,0.4977777777777777,0.6991919191919191,,,,0.003125,0.0,0.009375,0.025,0.0,0.05
Llama-3.1-8B-Instruct,silence,sh,5,0.8431451612903226,0.78125,0.9118951612903226,0.8875,0.825,0.9503124999999997,0.8291666666666668,0.7625,0.9041666666666668,0.05833333333333333,0.008333333333333304,0.10833333333333332,233.6,217.0,254.0,5.029166666666667,4.766666666666667,5.345833333333333,0.7914529914529915,0.7025641025641025,0.8981196581196581,,,,0.00625,0.0,0.01875,0.5,0.3375,0.6625
Qwen2.5-7B-Instruct,baseline_cheap_talk,pd,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,192.0,192.0,192.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,baseline_cheap_talk,sh,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,288.0,288.0,288.0,6.0,6.0,6.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,counterfactual,pd,5,0.765625,0.65625,0.865625,0.9125,0.7996875000000001,1.0,0.7166666666666667,0.6083333333333333,0.8208333333333334,0.19583333333333333,0.14583333333333331,0.2416666666666667,156.4,147.0,167.2,4.237499999999999,3.9958333333333327,4.442083333333334,0.7155555555555555,0.6044444444444445,0.8222222222222222,0.0875,0.0,0.20031249999999973,0.0,0.0,0.0,0.4125,0.2625,0.5875
Qwen2.5-7B-Instruct,counterfactual,sh,5,0.99375,0.9875,1.0,1.0,1.0,1.0,0.9916666666666666,0.9833333333333332,1.0,0.008333333333333349,0.0,0.016666666666666698,286.0,284.0,288.0,5.9833333333333325,5.966666666666666,6.0,0.9911111111111112,0.9822222222222221,1.0,,,,0.0,0.0,0.0,0.975,0.95,1.0
Qwen2.5-7B-Instruct,framing_business,pd,5,0.98125,0.965625,0.996875,0.975,0.925,1.0,0.9833333333333332,0.9583333333333333,1.0,-0.008333333333333326,-0.07083333333333333,0.04166666666666667,192.0,186.0,198.6,3.9583333333333335,3.7833333333333337,4.083333333333334,0.968888888888889,0.9422222222222223,0.9955555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.8625,0.9875
Qwen2.5-7B-Instruct,framing_business,sh,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,288.0,288.0,288.0,6.0,6.0,6.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,framing_competitive,pd,5,0.328125,0.046875,0.6125,0.325,0.0125,0.6375,0.32916666666666666,0.049999999999999996,0.6083333333333333,-0.004166666666666657,-0.054270833333333324,0.04583333333333336,131.8,105.0,159.2,2.725,1.9916666666666667,3.475,0.8666666666666668,0.76,0.96,0.0625,0.0,0.1503124999999997,0.0,0.0,0.0,0.125,0.0,0.3
Qwen2.5-7B-Instruct,framing_competitive,sh,5,0.990625,0.978125,1.0,1.0,1.0,1.0,0.9875,0.9708333333333334,1.0,0.0125,0.0,0.029166666666666653,285.0,281.0,288.0,5.975,5.941666666666667,6.0,0.9955555555555555,0.9866666666666667,1.0,,,,0.0,0.0,0.0,0.9625,0.9125,1.0
Qwen2.5-7B-Instruct,framing_team,pd,5,0.975,0.959375,0.990625,1.0,1.0,1.0,0.9666666666666666,0.9458333333333332,0.9875,0.03333333333333335,0.012500000000000022,0.054166666666666675,187.2,184.2,190.2,4.066666666666667,4.025,4.108333333333333,0.9644444444444445,0.9422222222222223,0.9866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8375,0.9625
Qwen2.5-7B-Instruct,framing_team,sh,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,288.0,288.0,288.0,6.0,6.0,6.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,no_comm,pd,5,0.084375,0.059375,0.115625,0.0625,0.025,0.1,0.09166666666666667,0.06666666666666667,0.12083333333333335,-0.029166666666666667,-0.05,-0.0125,109.6,106.8,113.4,2.1375,2.0208333333333335,2.2375,0.928888888888889,0.8800000000000001,0.9733333333333334,,,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen2.5-7B-Instruct,no_comm,sh,5,0.93125,0.875,0.975,0.9375,0.8625,0.9875,0.9291666666666668,0.8791666666666668,0.9708333333333334,0.008333333333333326,-0.016666666666666653,0.033333333333333305,266.8,250.4,279.8,5.583333333333334,5.158333333333333,5.879166666666667,0.9244444444444445,0.8577777777777778,0.9733333333333334,,,,0.0,0.0,0.0,0.8,0.675,0.925
Qwen2.5-7B-Instruct,no_sense,pd,5,0.115625,0.06875,0.1625,0.05,0.0125,0.1,0.1375,0.08333333333333333,0.1916666666666667,-0.0875,-0.12083333333333335,-0.04999999999999999,119.8,110.8,128.8,2.058333333333333,1.9333333333333331,2.2041666666666666,0.8977777777777778,0.8622222222222223,0.928888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen2.5-7B-Instruct,no_sense,sh,5,0.984375,0.975,0.99375,0.975,0.95,1.0,0.9875,0.9791666666666666,0.9958333333333333,-0.012499999999999978,-0.04166666666666665,0.016666666666666698,282.6,279.2,285.8,5.85,5.716666666666666,5.975,0.9777777777777779,0.9511111111111111,1.0,,,,0.0,0.0,0.0,0.9375,0.9,0.975
Qwen2.5-7B-Instruct,silence,pd,5,0.428125,0.203125,0.7036718749999995,0.4,0.1625,0.725,0.4375,0.20833333333333334,0.7170833333333329,-0.03749999999999999,-0.11260416666666666,0.058333333333333334,147.4,125.6,169.8,2.8833333333333333,2.3083333333333327,3.508333333333333,0.808888888888889,0.671111111111111,0.9199999999999999,,,,0.0,0.0,0.0,0.25,0.0125,0.5881249999999995
Qwen2.5-7B-Instruct,silence,sh,5,0.996875,0.990625,1.0,1.0,1.0,1.0,0.9958333333333333,0.9875,1.0,0.004166666666666674,0.0,0.012500000000000022,287.0,285.0,288.0,5.991666666666666,5.975,6.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,0.9875,0.9625,1.0
Qwen3-4B,baseline_cheap_talk,pd,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,192.0,192.0,192.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Qwen3-4B,baseline_cheap_talk,sh,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,288.0,288.0,288.0,6.0,6.0,6.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen3-4B,counterfactual,pd,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,192.0,192.0,192.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Qwen3-4B,counterfactual,sh,3,0.9947916666666666,0.984375,1.0,0.9791666666666666,0.9375,1.0,1.0,1.0,1.0,-0.020833333333333332,-0.0625,0.0,286.0,282.0,288.0,5.895833333333333,5.6875,6.0,0.9777777777777779,0.9333333333333332,1.0,,,,0.0,0.0,0.0,0.9791666666666666,0.9375,1.0
Qwen3-4B,framing_business,pd,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,192.0,192.0,192.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Qwen3-4B,framing_business,sh,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,288.0,288.0,288.0,6.0,6.0,6.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen3-4B,framing_competitive,pd,5,0.00625,0.0,0.01875,0.0,0.0,0.0,0.008333333333333333,0.0,0.025,-0.008333333333333333,-0.025,0.0,97.6,96.0,100.8,1.9916666666666665,1.975,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-4B,framing_competitive,sh,5,0.984375,0.962421875,1.0,0.975,0.925,1.0,0.9875,0.9708333333333334,1.0,-0.0125,-0.050000000000000024,0.012500000000000022,283.2,276.57500000000005,288.0,5.8625,5.612291666666667,6.0,0.9822222222222223,0.9466666666666665,1.0,,,,0.0,0.0,0.0,0.95,0.8871875,1.0
Qwen3-4B,framing_team,pd,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,192.0,192.0,192.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Qwen3-4B,framing_team,sh,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,288.0,288.0,288.0,6.0,6.0,6.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen3-4B,no_comm,pd,3,0.058562405118195625,0.03125,0.07547169811320754,0.07142857142857142,0.0,0.21428571428571427,0.05321067821067821,0.022727272727272724,0.09523809523809523,0.018217893217893216,-0.09523809523809523,0.19155844155844157,83.33333333333333,72.0,104.0,1.8055555555555556,1.2291666666666667,2.2291666666666665,0.8776014109347443,0.7142857142857143,0.9629629629629629,,,,0.08854166666666667,0.0,0.171875,0.0,0.0,0.0
Qwen3-4B,no_comm,sh,3,0.816484733428255,0.6122448979591837,1.0,0.9629629629629629,0.8888888888888888,1.0,0.7787833081950728,0.5128205128205128,1.0,0.18417965476789008,0.0,0.4871794871794872,154.66666666666666,82.0,282.0,3.618055555555556,2.2708333333333335,5.875,0.7880844645550528,0.4230769230769231,1.0,,,,0.19270833333333334,0.015625,0.328125,0.3541666666666667,0.0,0.9375
Qwen3-4B,no_sense,pd,3,0.9739583333333334,0.96875,0.984375,1.0,1.0,1.0,0.9652777777777778,0.9583333333333334,0.9791666666666666,0.03472222222222221,0.02083333333333337,0.04166666666666663,187.0,186.0,189.0,4.069444444444444,4.041666666666667,4.083333333333333,0.9925925925925926,0.9777777777777777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.875,0.9375
Qwen3-4B,no_sense,sh,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,288.0,288.0,288.0,6.0,6.0,6.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen3-4B,silence,pd,3,0.8333333333333334,0.5,1.0,0.8541666666666666,0.5625,1.0,0.8263888888888888,0.4791666666666667,1.0,0.027777777777777773,0.0,0.08333333333333331,176.33333333333334,145.0,192.0,3.8125,3.4375,4.0,0.9037037037037038,0.7111111111111111,1.0,,,,0.0,0.0,0.0,0.6666666666666666,0.0,1.0
Qwen3-4B,silence,sh,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,288.0,288.0,288.0,6.0,6.0,6.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0
gemma-2-2b-it,baseline_cheap_talk,pd,5,0.9796610169491526,0.9389830508474576,1.0,0.975,0.925,1.0,0.9813953488372092,0.9441860465116279,1.0,-0.006395348837209292,-0.019186046511627874,0.0,174.4,172.8,176.0,3.5916666666666663,3.4912499999999995,3.6666666666666665,0.97,0.9099999999999999,1.0,0.0,0.0,0.0,0.05,0.034375,0.065625,0.7875,0.6496875000000001,0.875
gemma-2-2b-it,baseline_cheap_talk,sh,5,0.2258958317391559,0.14609668531351758,0.30569497816479424,0.10083333333333333,0.0125,0.23833333333333334,0.27060300412106447,0.13589132292744366,0.4053146853146853,-0.16976967078773114,-0.3803146853146854,0.09129515091538844,103.6,91.19,120.0,1.7833333333333332,1.3833333333333333,2.2958333333333334,0.6788122150770708,0.5797396313364055,0.8096728307254623,,,,0.08125,0.040625,0.128125,0.0125,0.0,0.0375
gemma-2-2b-it,counterfactual,pd,5,0.06454599018497405,0.029138022210470647,0.11157485266375163,0.02857142857142857,0.0,0.08571428571428572,0.07654939342437997,0.03857539315448658,0.12020406287342586,-0.0479779648529514,-0.07193675889328063,-0.025364726274736394,97.0,93.0,100.0,1.75,1.6875,1.8125,0.936744642628225,0.9054752927830236,0.9707317073170731,0.3027380952380952,0.15042857142857144,0.47607142857142853,0.059375,0.034375,0.0875,0.0,0.0,0.0
gemma-2-2b-it,counterfactual,sh,5,0.44378235292360185,0.3674549180327868,0.5288809914342992,0.5041666666666667,0.3761904761904762,0.6321428571428571,0.4229951690821256,0.35246376811594204,0.5089855072463767,0.08117149758454106,-0.00547964113181505,0.16782263630089717,132.8,120.0,146.4,2.979166666666667,2.525,3.5,0.5541575339984153,0.5327617602302424,0.5876447876447877,,,,0.05625,0.040625,0.06875,0.0375,0.0,0.0875
gemma-2-2b-it,framing_business,pd,10,0.6382991059024332,0.5295363543444608,0.7451293886198547,0.46988095238095245,0.29327380952380955,0.6577336309523809,0.6978472547617287,0.6003867542972701,0.793427807508611,-0.22796630238077623,-0.34871074443735917,-0.10115239788515727,168.2,158.8,179.1,2.4208333333333334,2.0226562500000003,2.847916666666667,0.6145321637426902,0.527266081871345,0.7029532163742689,0.18178571428571427,0.12642857142857142,0.2417470238095238,0.0625,0.034375,0.0890625,0.225,0.125,0.35
gemma-2-2b-it,framing_business,sh,10,0.5860919540229885,0.4930100574712643,0.6763793103448277,0.5547710622710622,0.3831130952380953,0.6931834935897436,0.5932454984628898,0.4897633948177426,0.6863768115942028,-0.0384744361918275,-0.2047926952274778,0.09520536408036405,144.6,130.195,158.6,2.9875,2.4875,3.41484375,0.4994624536087951,0.466336500129183,0.5356865898329313,,,,0.075,0.065625,0.084375,0.0375,0.00625,0.06875
gemma-2-2b-it,framing_competitive,pd,10,0.07561403508771929,0.04412061403508771,0.10798245614035087,0.014285714285714285,0.0,0.03571428571428571,0.09539112050739958,0.05797979797979798,0.13219638242894058,-0.0811054062216853,-0.1040289942615524,-0.05457863518910031,96.2,92.5,99.6,1.6708333333333336,1.61875,1.71875,0.8923232323232323,0.8328282828282829,0.9478787878787879,0.0,0.0,0.0,0.08125,0.0671875,0.0953125,0.0,0.0,0.0
gemma-2-2b-it,framing_competitive,sh,10,0.22683120790257832,0.14479453104789647,0.31789596727060193,0.046153846153846156,0.015384615384615385,0.08461538461538462,0.28251207729468597,0.16721980676328504,0.4091304347826087,-0.23635823114083987,-0.3901709401709402,-0.085428093645485,96.6,86.2975,107.60749999999999,1.4875,1.34375,1.6479166666666667,0.7151808910775912,0.6167319399744077,0.8055236728837876,,,,0.075,0.0640625,0.0828125,0.0,0.0,0.0
gemma-2-2b-it,framing_team,pd,10,0.9858129315756432,0.9767027620841179,0.9932203389830508,0.9875,0.96875,1.0,0.9857469431153643,0.9786191520467834,0.9929239766081871,0.0017530568846358286,-0.012251461988304102,0.014312134502923983,161.8,157.3,165.7,3.4125,3.31875,3.4959374999999993,0.9782051282051281,0.9643162393162393,0.9895299145299145,0.0,0.0,0.0,0.090625,0.0734375,0.1140625,0.7125,0.65,0.7625
gemma-2-2b-it,framing_team,sh,10,0.1875589397221868,0.15316443916995878,0.22334862580179257,0.1374358974358974,0.06403846153846153,0.22153846153846155,0.20373502466525722,0.1606668428470754,0.2445049330514447,-0.06629912722935978,-0.15148479427549194,0.03624684230498183,95.4,91.1975,99.8,1.8125,1.6228645833333335,2.0166666666666666,0.7854377943462134,0.7264745020662329,0.8439112660125343,,,,0.1,0.0875,0.1125,0.0,0.0,0.0
gemma-2-2b-it,no_comm,pd,5,0.6746527777777778,0.346875,0.9215277777777778,0.7375,0.3625,1.0,0.6535460992907802,0.3416666666666667,0.8952127659574467,0.08395390070921985,0.0006050531914893539,0.1470744680851064,156.8,133.0,176.2,3.6833333333333327,2.875,4.2333333333333325,0.8081818181818182,0.6622222222222222,0.9104040404040404,,,,0.003125,0.0,0.009375,0.4375,0.125,0.75
gemma-2-2b-it,no_comm,sh,5,0.6475409836065574,0.553125,0.7107069672131148,0.8196428571428571,0.7713839285714285,0.8821428571428571,0.5905141843971631,0.475,0.675709219858156,0.22912867274569404,0.1370725683890577,0.3166666666666667,181.0,157.4,196.2,4.433333333333333,4.095833333333333,4.808333333333333,0.5972649572649573,0.5244444444444445,0.6977777777777778,,,,0.009375,0.0,0.028125,0.2125,0.0875,0.325
gemma-2-2b-it,no_sense,pd,5,0.2614078409513192,0.16707606837606837,0.3557729468599034,0.23693223443223443,0.09576923076923077,0.3757142857142858,0.27233660130718956,0.18805555555555556,0.35882352941176465,-0.03540436687495511,-0.15162393162393162,0.05299719887955182,78.8,70.0,85.6,1.5166666666666666,1.2916666666666667,1.754375,0.643073593073593,0.5891179653679653,0.7166666666666667,0.0,0.0,0.0,0.246875,0.2125,0.27820312499999994,0.0,0.0,0.0
gemma-2-2b-it,no_sense,sh,5,0.36772650702793197,0.24977777777777774,0.48951406649616375,0.3180652680652681,0.16666666666666669,0.465034965034965,0.3815484784676056,0.23755387657826685,0.5119564236894147,-0.06348321040233748,-0.2201690805638174,0.103775086701916,73.8,61.6,85.0,1.4999999999999998,1.2458333333333331,1.8125,0.6019656862745097,0.5305147058823529,0.6734166666666667,,,,0.21875,0.18125,0.253125,0.025,0.0,0.05
gemma-2-2b-it,silence,pd,5,0.038726414982572614,0.010532915360501566,0.08400230311560361,0.03,0.0,0.06333333333333332,0.04135184949138438,0.009779367918902802,0.09075474075474076,-0.011351849491384377,-0.035638505638505645,0.02091830649970185,71.0,65.6,76.60999999999999,1.5,1.3666666666666667,1.7041666666666664,0.9256635318704284,0.8351724137931035,0.9939393939393939,,,,0.15,0.1125,0.196875,0.0,0.0,0.0
gemma-2-2b-it,silence,sh,5,0.5898416335916336,0.4814608828671329,0.698976248976249,0.26462703962703965,0.05,0.5062937062937063,0.6916305916305916,0.5638023088023086,0.861111111111111,-0.42700355200355206,-0.6981990231990233,-0.1558080808080808,63.4,35.2,91.8,0.8583333333333334,0.4041666666666667,1.3750000000000002,0.3880018674136322,0.19920634920634922,0.5775910364145658,,,,0.45,0.334375,0.540625,0.0,0.0,0.0
gemma-2-9b-it,baseline_cheap_talk,pd,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,192.0,192.0,192.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
gemma-2-9b-it,baseline_cheap_talk,sh,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,288.0,288.0,288.0,6.0,6.0,6.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0
gemma-2-9b-it,counterfactual,pd,5,0.78125,0.675,0.8625,0.9125,0.825,0.9875,0.7374999999999999,0.6166666666666666,0.8333333333333334,0.17500000000000002,0.09562500000000004,0.2375,160.2,148.8,171.62999999999997,4.2125,4.004166666666666,4.4,0.7288888888888889,0.6711111111111112,0.7866666666666665,0.075,0.0125,0.16281249999999972,0.0,0.0,0.0,0.475,0.3,0.625
gemma-2-9b-it,counterfactual,sh,5,0.726388888888889,0.5635416666666666,0.871875,0.9208333333333332,0.7996875,1.0,0.6625,0.4916666666666666,0.8291666666666666,0.25833333333333336,0.17072916666666668,0.3708333333333334,203.8,155.2,247.0,5.020833333333334,4.214270833333334,5.658333333333333,0.6358730158730159,0.4447619047619048,0.8266666666666665,,,,0.003125,0.0,0.009375,0.4125,0.1875,0.6375
