path,model_id,model_id_raw,game,condition,scenario,framing_type,n_rounds,n_runs_config,run_id,coop_rate_overall,coop_rate_hub,coop_rate_leaf,hub_minus_leaf_coop,hub_total_payoff,leaf_avg_payoff,hub_leadership_rate,hub_exploitation_rate,invalid_rate,full_coop_rate
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_counterfactual_1\20260511_124412_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,counterfactual,neutral,16,5,1,0.5625,0.6875,0.5208333333333334,0.16666666666666663,141,3.7708333333333335,0.5333333333333333,0.3125,0.0,0.25
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_counterfactual_1\20260511_124412_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,counterfactual,neutral,16,5,2,0.921875,1.0,0.8958333333333334,0.10416666666666663,177,4.208333333333333,0.8888888888888888,0.0,0.0,0.6875
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_counterfactual_1\20260511_124412_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,counterfactual,neutral,16,5,3,0.796875,1.0,0.7291666666666666,0.27083333333333337,153,4.541666666666667,0.7111111111111111,0.0,0.0,0.3125
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_counterfactual_1\20260511_124412_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,counterfactual,neutral,16,5,4,0.71875,0.875,0.6666666666666666,0.20833333333333337,152,4.208333333333333,0.6444444444444445,0.125,0.0,0.25
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_counterfactual_1\20260511_124412_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,counterfactual,neutral,16,5,5,0.828125,1.0,0.7708333333333334,0.22916666666666663,159,4.458333333333333,0.8,0.0,0.0,0.5625
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_counterfactual_1\20260511_124412_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,counterfactual,neutral,16,5,1,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_counterfactual_1\20260511_124412_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,counterfactual,neutral,16,5,2,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_counterfactual_1\20260511_124412_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,counterfactual,neutral,16,5,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_counterfactual_1\20260511_124412_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,counterfactual,neutral,16,5,4,0.984375,1.0,0.9791666666666666,0.02083333333333337,283,5.958333333333333,0.9777777777777777,,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_counterfactual_1\20260511_124412_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,counterfactual,neutral,16,5,5,0.984375,1.0,0.9791666666666666,0.02083333333333337,283,5.958333333333333,0.9777777777777777,,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_no_sense_1\20260511_124412_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,no_sense,neutral,16,5,1,0.078125,0.0625,0.08333333333333333,-0.02083333333333333,109,2.1666666666666665,0.8444444444444444,0.0,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_no_sense_1\20260511_124412_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,no_sense,neutral,16,5,2,0.046875,0.0,0.0625,-0.0625,108,1.9375,0.9555555555555556,0.0,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_no_sense_1\20260511_124412_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,no_sense,neutral,16,5,3,0.09375,0.0,0.125,-0.125,120,1.875,0.9111111111111111,0.0,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_no_sense_1\20260511_124412_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,no_sense,neutral,16,5,4,0.1875,0.125,0.20833333333333334,-0.08333333333333334,129,2.2708333333333335,0.8666666666666667,0.0,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_no_sense_1\20260511_124412_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,no_sense,neutral,16,5,5,0.171875,0.0625,0.20833333333333334,-0.14583333333333334,133,2.0416666666666665,0.9111111111111111,0.0,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_no_sense_1\20260511_124412_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,no_sense,neutral,16,5,1,0.984375,1.0,0.9791666666666666,0.02083333333333337,283,5.958333333333333,1.0,,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_no_sense_1\20260511_124412_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,no_sense,neutral,16,5,2,0.984375,0.9375,1.0,-0.0625,282,5.6875,0.9333333333333333,,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_no_sense_1\20260511_124412_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,no_sense,neutral,16,5,3,0.984375,1.0,0.9791666666666666,0.02083333333333337,283,5.958333333333333,1.0,,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_no_sense_1\20260511_124412_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,no_sense,neutral,16,5,4,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_no_sense_1\20260511_124412_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,no_sense,neutral,16,5,5,0.96875,0.9375,0.9791666666666666,-0.04166666666666663,277,5.645833333333333,0.9555555555555556,,0.0,0.875
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_silence_1\20260511_124412_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,silence,neutral,16,5,1,0.515625,0.4375,0.5416666666666666,-0.10416666666666663,165,2.9166666666666665,0.8444444444444444,,0.0,0.25
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_silence_1\20260511_124412_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,silence,neutral,16,5,2,0.984375,1.0,0.9791666666666666,0.02083333333333337,189,4.041666666666667,1.0,,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_silence_1\20260511_124412_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,silence,neutral,16,5,3,0.21875,0.3125,0.1875,0.125,117,3.0625,0.5555555555555556,,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_silence_1\20260511_124412_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,silence,neutral,16,5,4,0.15625,0.0625,0.1875,-0.125,128,2.0416666666666665,0.8444444444444444,,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_silence_1\20260511_124412_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,silence,neutral,16,5,5,0.265625,0.1875,0.2916666666666667,-0.10416666666666669,138,2.3541666666666665,0.8,,0.0,0.0625
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_silence_1\20260511_124412_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,silence,neutral,16,5,1,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_silence_1\20260511_124412_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,silence,neutral,16,5,2,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_silence_1\20260511_124412_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,silence,neutral,16,5,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_silence_1\20260511_124412_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,silence,neutral,16,5,4,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\cheap_talk_silence_1\20260511_124412_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,silence,neutral,16,5,5,0.984375,1.0,0.9791666666666666,0.02083333333333337,283,5.958333333333333,1.0,,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_business\cheap_talk\20260612_095139_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_business,business,16,5,1,0.984375,1.0,0.9791666666666666,0.02083333333333337,189,4.041666666666667,0.9777777777777777,0.0,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_business\cheap_talk\20260612_095139_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_business,business,16,5,2,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_business\cheap_talk\20260612_095139_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_business,business,16,5,3,0.96875,0.875,1.0,-0.125,204,3.625,0.9333333333333333,0.0,0.0,0.875
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_business\cheap_talk\20260612_095139_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_business,business,16,5,4,0.953125,1.0,0.9375,0.0625,183,4.125,0.9333333333333333,0.0,0.0,0.8125
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_business\cheap_talk\20260612_095139_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_business,business,16,5,5,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_business\cheap_talk\20260612_095139_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_business,business,16,5,1,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_business\cheap_talk\20260612_095139_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_business,business,16,5,2,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_business\cheap_talk\20260612_095139_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_business,business,16,5,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_business\cheap_talk\20260612_095139_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_business,business,16,5,4,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_business\cheap_talk\20260612_095139_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_business,business,16,5,5,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_competitive\cheap_talk\20260612_095139_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_competitive,competitive,16,5,1,0.75,0.8125,0.7291666666666666,0.08333333333333337,169,3.9375,0.6666666666666666,0.0,0.0,0.1875
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_competitive\cheap_talk\20260612_095139_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_competitive,competitive,16,5,2,0.0625,0.0,0.08333333333333333,-0.08333333333333333,112,1.9166666666666667,0.9777777777777777,0.25,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_competitive\cheap_talk\20260612_095139_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_competitive,competitive,16,5,3,0.03125,0.0,0.041666666666666664,-0.041666666666666664,104,1.9583333333333333,0.9777777777777777,0.0,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_competitive\cheap_talk\20260612_095139_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_competitive,competitive,16,5,4,0.75,0.75,0.75,0.0,173,3.6041666666666665,0.8222222222222222,0.0,0.0,0.4375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_competitive\cheap_talk\20260612_095139_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_competitive,competitive,16,5,5,0.046875,0.0625,0.041666666666666664,0.020833333333333336,101,2.2083333333333335,0.8888888888888888,0.0625,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_competitive\cheap_talk\20260612_095139_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_competitive,competitive,16,5,1,0.96875,1.0,0.9583333333333334,0.04166666666666663,278,5.916666666666667,0.9777777777777777,,0.0,0.875
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_competitive\cheap_talk\20260612_095139_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_competitive,competitive,16,5,2,0.984375,1.0,0.9791666666666666,0.02083333333333337,283,5.958333333333333,1.0,,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_competitive\cheap_talk\20260612_095139_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_competitive,competitive,16,5,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_competitive\cheap_talk\20260612_095139_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_competitive,competitive,16,5,4,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_competitive\cheap_talk\20260612_095139_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_competitive,competitive,16,5,5,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_team\cheap_talk\20260612_095139_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_team,team,16,5,1,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_team\cheap_talk\20260612_095139_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_team,team,16,5,2,0.984375,1.0,0.9791666666666666,0.02083333333333337,189,4.041666666666667,0.9777777777777777,0.0,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_team\cheap_talk\20260612_095139_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_team,team,16,5,3,0.953125,1.0,0.9375,0.0625,183,4.125,0.9333333333333333,0.0,0.0,0.8125
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_team\cheap_talk\20260612_095139_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_team,team,16,5,4,0.953125,1.0,0.9375,0.0625,183,4.125,0.9333333333333333,0.0,0.0,0.8125
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_team\cheap_talk\20260612_095139_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,cheap_talk,framing_team,team,16,5,5,0.984375,1.0,0.9791666666666666,0.02083333333333337,189,4.041666666666667,0.9777777777777777,0.0,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_team\cheap_talk\20260612_095139_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_team,team,16,5,1,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_team\cheap_talk\20260612_095139_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_team,team,16,5,2,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_team\cheap_talk\20260612_095139_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_team,team,16,5,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_team\cheap_talk\20260612_095139_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_team,team,16,5,4,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\framing_team\cheap_talk\20260612_095139_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,cheap_talk,framing_team,team,16,5,5,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\no_comm_baseline_1\20260511_124412_pd_nocomm_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,no_comm,no_comm,neutral,16,5,1,0.046875,0.0,0.0625,-0.0625,108,1.9375,0.9555555555555556,,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\no_comm_baseline_1\20260511_124412_pd_nocomm_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,no_comm,no_comm,neutral,16,5,2,0.09375,0.0625,0.10416666666666667,-0.04166666666666667,111,2.1041666666666665,1.0,,0.0,0.0
