model_id,topology,game,cell,scenario,condition,no_comm_mean,no_comm_ci_lo,no_comm_ci_hi,cheap_talk_mean,cheap_talk_ci_lo,cheap_talk_ci_hi,delta,n_no_comm,n_cheap_talk
Llama-3.1-8B-Instruct,cycle,sh,framing_business_context[no_comm],framing_business_context,no_comm,0.7025386291848177,0.6105869085890293,0.7775929102344197,0.7307490586465588,0.6309935710111046,0.8042099816998975,0.028210429461741127,5,5
Llama-3.1-8B-Instruct,cycle,sh,framing_competitive,framing_competitive,cheap_talk,0.7025386291848177,0.6105869085890293,0.7775929102344197,0.5562996031746031,0.49970238095238095,0.590625,-0.14623902601021455,5,5
Llama-3.1-8B-Instruct,cycle,sh,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,0.7025386291848177,0.6105869085890293,0.7775929102344197,0.971875,0.946875,0.99375,0.26933637081518236,5,5
Llama-3.1-8B-Instruct,cycle,sh,framing_competitive_context[no_comm],framing_competitive_context,no_comm,0.7025386291848177,0.6105869085890293,0.7775929102344197,0.5532095235670211,0.46839213418160786,0.6042735042735043,-0.14932910561779655,5,5
Llama-3.1-8B-Instruct,cycle,sh,framing_team,framing_team,cheap_talk,0.7025386291848177,0.6105869085890293,0.7775929102344197,0.690625,0.653125,0.734375,-0.011913629184817642,5,5
Llama-3.1-8B-Instruct,cycle,sh,framing_team_context[cheap_talk],framing_team_context,cheap_talk,0.7025386291848177,0.6105869085890293,0.7775929102344197,0.86875,0.80625,0.93125,0.16621137081518234,5,5
Llama-3.1-8B-Instruct,cycle,sh,framing_team_context[no_comm],framing_team_context,no_comm,0.7025386291848177,0.6105869085890293,0.7775929102344197,0.6867091570318521,0.6256366368873675,0.7457320520067835,-0.015829472152965596,5,5
Llama-3.1-8B-Instruct,cycle,sh,no_sense,no_sense,cheap_talk,0.7025386291848177,0.6105869085890293,0.7775929102344197,0.740625,0.646875,0.81875,0.03808637081518229,5,5
Llama-3.1-8B-Instruct,cycle,sh,silence,silence,cheap_talk,0.7025386291848177,0.6105869085890293,0.7775929102344197,0.6492332099418296,0.5204124801692226,0.7665785298783713,-0.05330541924298804,5,5
Llama-3.1-8B-Instruct,star,pd,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.984375,0.959375,1.0,0.5147195844502391,5,5
Llama-3.1-8B-Instruct,star,pd,counterfactual,counterfactual,cheap_talk,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.9528769841269842,0.9153769841269842,0.984375,0.4832215685772233,5,5
Llama-3.1-8B-Instruct,star,pd,framing_business,framing_business,cheap_talk,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.69375,0.496875,0.890625,0.2240945844502391,5,5
Llama-3.1-8B-Instruct,star,pd,framing_business_context[cheap_talk],framing_business_context,cheap_talk,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.9875,0.9625,1.0,0.5178445844502392,5,5
Llama-3.1-8B-Instruct,star,pd,framing_business_context[no_comm],framing_business_context,no_comm,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.5947754128045343,0.47135824495324946,0.73729044834308,0.1251199972547734,5,5
Llama-3.1-8B-Instruct,star,pd,framing_competitive,framing_competitive,cheap_talk,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.36054025423728814,0.29375,0.4273305084745763,-0.10911516131247273,5,5
Llama-3.1-8B-Instruct,star,pd,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.946875,0.896875,0.996875,0.47721958445023915,5,5
Llama-3.1-8B-Instruct,star,pd,framing_competitive_context[no_comm],framing_competitive_context,no_comm,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.2756009669864773,0.1823757271285034,0.3769124423963134,-0.19405444856328358,5,5
Llama-3.1-8B-Instruct,star,pd,framing_team,framing_team,cheap_talk,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.675,0.421875,0.8532812499999999,0.20534458445023918,5,5
Llama-3.1-8B-Instruct,star,pd,framing_team_context[cheap_talk],framing_team_context,cheap_talk,0.46965541554976087,0.2613274008157212,0.6779834302838005,1.0,1.0,1.0,0.5303445844502391,5,5
Llama-3.1-8B-Instruct,star,pd,framing_team_context[no_comm],framing_team_context,no_comm,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.698811544991511,0.5219316784731574,0.8935483870967742,0.22915612944175012,5,5
Llama-3.1-8B-Instruct,star,pd,no_sense,no_sense,cheap_talk,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.484375,0.315625,0.675,0.014719584450239132,5,5
Llama-3.1-8B-Instruct,star,pd,silence,silence,cheap_talk,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.3290674603174603,0.29250992063492065,0.36564856150793645,-0.14058795523230055,5,5
Llama-3.1-8B-Instruct,star,sh,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.953125,0.875,0.996875,0.3009782902805487,5,5
Llama-3.1-8B-Instruct,star,sh,counterfactual,counterfactual,cheap_talk,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.9654761904761905,0.9528273809523811,0.984375,0.31332948075673916,5,5
Llama-3.1-8B-Instruct,star,sh,framing_business,framing_business,cheap_talk,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.61875,0.496875,0.771875,-0.0333967097194513,5,5
Llama-3.1-8B-Instruct,star,sh,framing_business_context[cheap_talk],framing_business_context,cheap_talk,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.9498015873015874,0.9248015873015873,0.96875,0.29765487758213605,5,5
Llama-3.1-8B-Instruct,star,sh,framing_business_context[no_comm],framing_business_context,no_comm,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.6368016321406151,0.5161375661375661,0.7632566585956416,-0.015345077578836186,5,5
Llama-3.1-8B-Instruct,star,sh,framing_competitive,framing_competitive,cheap_talk,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.5251984126984126,0.5062996031746032,0.5440972222222222,-0.12694829702103871,5,5
Llama-3.1-8B-Instruct,star,sh,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.93125,0.89375,0.96875,0.2791032902805487,5,5
Llama-3.1-8B-Instruct,star,sh,framing_competitive_context[no_comm],framing_competitive_context,no_comm,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.6054782778102473,0.5429885057471264,0.6601129943502825,-0.046668431909204,5,5
Llama-3.1-8B-Instruct,star,sh,framing_team,framing_team,cheap_talk,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.634375,0.5375,0.74375,-0.0177717097194513,5,5
Llama-3.1-8B-Instruct,star,sh,framing_team_context[cheap_talk],framing_team_context,cheap_talk,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.8928278688524589,0.78125,0.9803278688524589,0.24068115913300758,5,5
Llama-3.1-8B-Instruct,star,sh,framing_team_context[no_comm],framing_team_context,no_comm,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.7011679644048943,0.5559113300492611,0.8038912283489592,0.04902125468544294,5,5
Llama-3.1-8B-Instruct,star,sh,no_sense,no_sense,cheap_talk,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.7020337301587302,0.617607886904762,0.8,0.04988702043927884,5,5
Llama-3.1-8B-Instruct,star,sh,silence,silence,cheap_talk,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.8431451612903226,0.78125,0.9118951612903226,0.19099845157087125,5,5
Qwen2.5-7B-Instruct,cycle,pd,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,0.109375,0.078125,0.140625,0.9625,0.8875,1.0,0.853125,5,5
Qwen2.5-7B-Instruct,cycle,pd,counterfactual,counterfactual,cheap_talk,0.109375,0.078125,0.140625,0.971875,0.921875,1.0,0.8625,5,5
Qwen2.5-7B-Instruct,cycle,pd,framing_business,framing_business,cheap_talk,0.109375,0.078125,0.140625,0.975,0.925,1.0,0.865625,5,5
Qwen2.5-7B-Instruct,cycle,pd,framing_business_context[cheap_talk],framing_business_context,cheap_talk,0.109375,0.078125,0.140625,1.0,1.0,1.0,0.890625,5,5
Qwen2.5-7B-Instruct,cycle,pd,framing_business_context[no_comm],framing_business_context,no_comm,0.109375,0.078125,0.140625,0.6625,0.3125,1.0,0.553125,5,5
Qwen2.5-7B-Instruct,cycle,pd,framing_competitive,framing_competitive,cheap_talk,0.109375,0.078125,0.140625,0.11875,0.05,0.20625,0.009374999999999994,5,5
Qwen2.5-7B-Instruct,cycle,pd,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,0.109375,0.078125,0.140625,0.94375,0.83125,1.0,0.834375,5,5
Qwen2.5-7B-Instruct,cycle,pd,framing_competitive_context[no_comm],framing_competitive_context,no_comm,0.109375,0.078125,0.140625,0.1375,0.125,0.15625,0.02812500000000001,5,5
Qwen2.5-7B-Instruct,cycle,pd,framing_team,framing_team,cheap_talk,0.109375,0.078125,0.140625,0.996875,0.990625,1.0,0.8875,5,5
Qwen2.5-7B-Instruct,cycle,pd,framing_team_context[cheap_talk],framing_team_context,cheap_talk,0.109375,0.078125,0.140625,0.996875,0.990625,1.0,0.8875,5,5
Qwen2.5-7B-Instruct,cycle,pd,framing_team_context[no_comm],framing_team_context,no_comm,0.109375,0.078125,0.140625,0.9375,0.8125,1.0,0.828125,5,5
Qwen2.5-7B-Instruct,cycle,pd,no_sense,no_sense,cheap_talk,0.109375,0.078125,0.140625,0.16875,0.1125,0.234375,0.05937500000000001,5,5
Qwen2.5-7B-Instruct,cycle,pd,silence,silence,cheap_talk,0.109375,0.078125,0.140625,0.39375,0.359375,0.428125,0.284375,5,5
Qwen2.5-7B-Instruct,cycle,sh,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,0.909375,0.865625,0.953125,1.0,1.0,1.0,0.09062499999999996,5,5
Qwen2.5-7B-Instruct,cycle,sh,counterfactual,counterfactual,cheap_talk,0.909375,0.865625,0.953125,1.0,1.0,1.0,0.09062499999999996,5,5
Qwen2.5-7B-Instruct,cycle,sh,framing_business,framing_business,cheap_talk,0.909375,0.865625,0.953125,1.0,1.0,1.0,0.09062499999999996,5,5
Qwen2.5-7B-Instruct,cycle,sh,framing_business_context[cheap_talk],framing_business_context,cheap_talk,0.909375,0.865625,0.953125,1.0,1.0,1.0,0.09062499999999996,5,5
Qwen2.5-7B-Instruct,cycle,sh,framing_business_context[no_comm],framing_business_context,no_comm,0.909375,0.865625,0.953125,0.996875,0.990625,1.0,0.08749999999999991,5,5
Qwen2.5-7B-Instruct,cycle,sh,framing_competitive,framing_competitive,cheap_talk,0.909375,0.865625,0.953125,0.971875,0.9375,0.996875,0.0625,5,5
Qwen2.5-7B-Instruct,cycle,sh,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,0.909375,0.865625,0.953125,1.0,1.0,1.0,0.09062499999999996,5,5
Qwen2.5-7B-Instruct,cycle,sh,framing_competitive_context[no_comm],framing_competitive_context,no_comm,0.909375,0.865625,0.953125,0.8625,0.796875,0.93125,-0.046875,5,5
Qwen2.5-7B-Instruct,cycle,sh,framing_team,framing_team,cheap_talk,0.909375,0.865625,0.953125,1.0,1.0,1.0,0.09062499999999996,5,5
Qwen2.5-7B-Instruct,cycle,sh,framing_team_context[cheap_talk],framing_team_context,cheap_talk,0.909375,0.865625,0.953125,1.0,1.0,1.0,0.09062499999999996,5,5
Qwen2.5-7B-Instruct,cycle,sh,framing_team_context[no_comm],framing_team_context,no_comm,0.909375,0.865625,0.953125,1.0,1.0,1.0,0.09062499999999996,5,5
Qwen2.5-7B-Instruct,cycle,sh,no_sense,no_sense,cheap_talk,0.909375,0.865625,0.953125,0.93125,0.9125,0.959375,0.021874999999999978,5,5
Qwen2.5-7B-Instruct,cycle,sh,silence,silence,cheap_talk,0.909375,0.865625,0.953125,0.9875,0.9625,1.0,0.078125,5,5
Qwen2.5-7B-Instruct,star,pd,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,0.084375,0.059375,0.115625,1.0,1.0,1.0,0.915625,5,5
Qwen2.5-7B-Instruct,star,pd,counterfactual,counterfactual,cheap_talk,0.084375,0.059375,0.115625,0.765625,0.65625,0.865625,0.68125,5,5
Qwen2.5-7B-Instruct,star,pd,framing_business,framing_business,cheap_talk,0.084375,0.059375,0.115625,0.98125,0.965625,0.996875,0.896875,5,5
Qwen2.5-7B-Instruct,star,pd,framing_business_context[cheap_talk],framing_business_context,cheap_talk,0.084375,0.059375,0.115625,1.0,1.0,1.0,0.915625,5,5
Qwen2.5-7B-Instruct,star,pd,framing_business_context[no_comm],framing_business_context,no_comm,0.084375,0.059375,0.115625,0.65,0.26875,1.0,0.565625,5,5
Qwen2.5-7B-Instruct,star,pd,framing_competitive,framing_competitive,cheap_talk,0.084375,0.059375,0.115625,0.328125,0.046875,0.6125,0.24375,5,5
Qwen2.5-7B-Instruct,star,pd,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,0.084375,0.059375,0.115625,0.8875,0.75,1.0,0.803125,5,5
Qwen2.5-7B-Instruct,star,pd,framing_competitive_context[no_comm],framing_competitive_context,no_comm,0.084375,0.059375,0.115625,0.115625,0.09375,0.1375,0.03125,5,5
Qwen2.5-7B-Instruct,star,pd,framing_team,framing_team,cheap_talk,0.084375,0.059375,0.115625,0.975,0.959375,0.990625,0.890625,5,5
Qwen2.5-7B-Instruct,star,pd,framing_team_context[cheap_talk],framing_team_context,cheap_talk,0.084375,0.059375,0.115625,1.0,1.0,1.0,0.915625,5,5
Qwen2.5-7B-Instruct,star,pd,framing_team_context[no_comm],framing_team_context,no_comm,0.084375,0.059375,0.115625,1.0,1.0,1.0,0.915625,5,5
Qwen2.5-7B-Instruct,star,pd,no_sense,no_sense,cheap_talk,0.084375,0.059375,0.115625,0.115625,0.06875,0.1625,0.03125,5,5
Qwen2.5-7B-Instruct,star,pd,silence,silence,cheap_talk,0.084375,0.059375,0.115625,0.428125,0.203125,0.7036718749999995,0.34375,5,5
Qwen2.5-7B-Instruct,star,sh,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,0.93125,0.875,0.975,1.0,1.0,1.0,0.06874999999999998,5,5
Qwen2.5-7B-Instruct,star,sh,counterfactual,counterfactual,cheap_talk,0.93125,0.875,0.975,0.99375,0.9875,1.0,0.0625,5,5
Qwen2.5-7B-Instruct,star,sh,framing_business,framing_business,cheap_talk,0.93125,0.875,0.975,1.0,1.0,1.0,0.06874999999999998,5,5
Qwen2.5-7B-Instruct,star,sh,framing_business_context[cheap_talk],framing_business_context,cheap_talk,0.93125,0.875,0.975,1.0,1.0,1.0,0.06874999999999998,5,5
Qwen2.5-7B-Instruct,star,sh,framing_business_context[no_comm],framing_business_context,no_comm,0.93125,0.875,0.975,0.9875,0.9625,1.0,0.05625000000000002,5,5
Qwen2.5-7B-Instruct,star,sh,framing_competitive,framing_competitive,cheap_talk,0.93125,0.875,0.975,0.990625,0.978125,1.0,0.059374999999999956,5,5
Qwen2.5-7B-Instruct,star,sh,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,0.93125,0.875,0.975,1.0,1.0,1.0,0.06874999999999998,5,5
Qwen2.5-7B-Instruct,star,sh,framing_competitive_context[no_comm],framing_competitive_context,no_comm,0.93125,0.875,0.975,0.84375,0.771875,0.89375,-0.08750000000000002,5,5
Qwen2.5-7B-Instruct,star,sh,framing_team,framing_team,cheap_talk,0.93125,0.875,0.975,1.0,1.0,1.0,0.06874999999999998,5,5
Qwen2.5-7B-Instruct,star,sh,framing_team_context[cheap_talk],framing_team_context,cheap_talk,0.93125,0.875,0.975,1.0,1.0,1.0,0.06874999999999998,5,5
Qwen2.5-7B-Instruct,star,sh,framing_team_context[no_comm],framing_team_context,no_comm,0.93125,0.875,0.975,1.0,1.0,1.0,0.06874999999999998,5,5
Qwen2.5-7B-Instruct,star,sh,no_sense,no_sense,cheap_talk,0.93125,0.875,0.975,0.984375,0.975,0.99375,0.05312499999999998,5,5
Qwen2.5-7B-Instruct,star,sh,silence,silence,cheap_talk,0.93125,0.875,0.975,0.996875,0.990625,1.0,0.06562499999999993,5,5
Qwen3-4B,cycle,pd,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,0.04708782848591076,0.0188558223746903,0.07498761196874404,1.0,1.0,1.0,0.9529121715140892,5,5
Qwen3-4B,cycle,pd,counterfactual,counterfactual,cheap_talk,0.04708782848591076,0.0188558223746903,0.07498761196874404,1.0,1.0,1.0,0.9529121715140892,5,5
Qwen3-4B,cycle,pd,framing_business,framing_business,cheap_talk,0.04708782848591076,0.0188558223746903,0.07498761196874404,1.0,1.0,1.0,0.9529121715140892,5,5
Qwen3-4B,cycle,pd,framing_business_context[cheap_talk],framing_business_context,cheap_talk,0.04708782848591076,0.0188558223746903,0.07498761196874404,1.0,1.0,1.0,0.9529121715140892,5,5
Qwen3-4B,cycle,pd,framing_business_context[no_comm],framing_business_context,no_comm,0.04708782848591076,0.0188558223746903,0.07498761196874404,0.17671239030850416,0.06737503712717133,0.3804710759374411,0.1296245618225934,5,5
Qwen3-4B,cycle,pd,framing_competitive,framing_competitive,cheap_talk,0.04708782848591076,0.0188558223746903,0.07498761196874404,0.01875,0.003125,0.04070312499999993,-0.028337828485910762,5,5
Qwen3-4B,cycle,pd,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,0.04708782848591076,0.0188558223746903,0.07498761196874404,1.0,1.0,1.0,0.9529121715140892,5,5
Qwen3-4B,cycle,pd,framing_competitive_context[no_comm],framing_competitive_context,no_comm,0.04708782848591076,0.0188558223746903,0.07498761196874404,0.08767348478723691,0.05571455520521734,0.120982900800388,0.04058565630132615,5,5
Qwen3-4B,cycle,pd,framing_team,framing_team,cheap_talk,0.04708782848591076,0.0188558223746903,0.07498761196874404,1.0,1.0,1.0,0.9529121715140892,5,5
Qwen3-4B,cycle,pd,framing_team_context[cheap_talk],framing_team_context,cheap_talk,0.04708782848591076,0.0188558223746903,0.07498761196874404,1.0,1.0,1.0,0.9529121715140892,5,5
Qwen3-4B,cycle,pd,framing_team_context[no_comm],framing_team_context,no_comm,0.04708782848591076,0.0188558223746903,0.07498761196874404,0.9102040816326531,0.7306122448979592,1.0,0.8631162531467423,5,5
Qwen3-4B,cycle,pd,no_sense,no_sense,cheap_talk,0.04708782848591076,0.0188558223746903,0.07498761196874404,0.95,0.915625,0.984375,0.9029121715140892,5,5
Qwen3-4B,cycle,pd,silence,silence,cheap_talk,0.04708782848591076,0.0188558223746903,0.07498761196874404,0.8730158730158731,0.6190476190476191,1.0,0.8259280445299624,5,5
Qwen3-4B,cycle,sh,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,0.9548668032786886,0.9252049180327869,0.9804815573770492,1.0,1.0,1.0,0.04513319672131144,5,5
Qwen3-4B,cycle,sh,counterfactual,counterfactual,cheap_talk,0.9548668032786886,0.9252049180327869,0.9804815573770492,1.0,1.0,1.0,0.04513319672131144,5,5
Qwen3-4B,cycle,sh,framing_business,framing_business,cheap_talk,0.9548668032786886,0.9252049180327869,0.9804815573770492,1.0,1.0,1.0,0.04513319672131144,5,5
Qwen3-4B,cycle,sh,framing_business_context[cheap_talk],framing_business_context,cheap_talk,0.9548668032786886,0.9252049180327869,0.9804815573770492,1.0,1.0,1.0,0.04513319672131144,5,5
Qwen3-4B,cycle,sh,framing_business_context[no_comm],framing_business_context,no_comm,0.9548668032786886,0.9252049180327869,0.9804815573770492,0.9903225806451612,0.9774193548387096,1.0,0.03545577736647265,5,5
Qwen3-4B,cycle,sh,framing_competitive,framing_competitive,cheap_talk,0.9548668032786886,0.9252049180327869,0.9804815573770492,1.0,1.0,1.0,0.04513319672131144,5,5
Qwen3-4B,cycle,sh,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,0.9548668032786886,0.9252049180327869,0.9804815573770492,1.0,1.0,1.0,0.04513319672131144,5,5
Qwen3-4B,cycle,sh,framing_competitive_context[no_comm],framing_competitive_context,no_comm,0.9548668032786886,0.9252049180327869,0.9804815573770492,0.8865670821114369,0.7991477272727273,0.9711693548387096,-0.06829972116725169,5,5
Qwen3-4B,cycle,sh,framing_team,framing_team,cheap_talk,0.9548668032786886,0.9252049180327869,0.9804815573770492,1.0,1.0,1.0,0.04513319672131144,5,5
Qwen3-4B,cycle,sh,framing_team_context[cheap_talk],framing_team_context,cheap_talk,0.9548668032786886,0.9252049180327869,0.9804815573770492,1.0,1.0,1.0,0.04513319672131144,5,5
Qwen3-4B,cycle,sh,framing_team_context[no_comm],framing_team_context,no_comm,0.9548668032786886,0.9252049180327869,0.9804815573770492,1.0,1.0,1.0,0.04513319672131144,5,5
Qwen3-4B,cycle,sh,no_sense,no_sense,cheap_talk,0.9548668032786886,0.9252049180327869,0.9804815573770492,0.990625,0.971875,1.0,0.03575819672131142,5,5
Qwen3-4B,cycle,sh,silence,silence,cheap_talk,0.9548668032786886,0.9252049180327869,0.9804815573770492,0.990625,0.984375,0.996875,0.03575819672131142,5,5
Qwen3-4B,star,pd,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,0.036803856136447904,0.00967741935483871,0.0639302929180571,1.0,1.0,1.0,0.9631961438635521,5,5
Qwen3-4B,star,pd,counterfactual,counterfactual,cheap_talk,0.036803856136447904,0.00967741935483871,0.0639302929180571,0.996875,0.990625,1.0,0.9600711438635521,5,5
Qwen3-4B,star,pd,framing_business,framing_business,cheap_talk,0.036803856136447904,0.00967741935483871,0.0639302929180571,1.0,1.0,1.0,0.9631961438635521,5,5
Qwen3-4B,star,pd,framing_business_context[cheap_talk],framing_business_context,cheap_talk,0.036803856136447904,0.00967741935483871,0.0639302929180571,1.0,1.0,1.0,0.9631961438635521,5,5
Qwen3-4B,star,pd,framing_business_context[no_comm],framing_business_context,no_comm,0.036803856136447904,0.00967741935483871,0.0639302929180571,0.24984359191255745,0.045942006269592474,0.5641110613524407,0.21303973577610955,5,5
Qwen3-4B,star,pd,framing_competitive,framing_competitive,cheap_talk,0.036803856136447904,0.00967741935483871,0.0639302929180571,0.00625,0.0,0.01875,-0.030553856136447906,5,5
Qwen3-4B,star,pd,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,0.036803856136447904,0.00967741935483871,0.0639302929180571,1.0,1.0,1.0,0.9631961438635521,5,5
Qwen3-4B,star,pd,framing_competitive_context[no_comm],framing_competitive_context,no_comm,0.036803856136447904,0.00967741935483871,0.0639302929180571,0.06985116475903642,0.034015195791934544,0.1080562305823003,0.03304730862258852,5,5
Qwen3-4B,star,pd,framing_team,framing_team,cheap_talk,0.036803856136447904,0.00967741935483871,0.0639302929180571,1.0,1.0,1.0,0.9631961438635521,5,5
Qwen3-4B,star,pd,framing_team_context[cheap_talk],framing_team_context,cheap_talk,0.036803856136447904,0.00967741935483871,0.0639302929180571,1.0,1.0,1.0,0.9631961438635521,5,5
Qwen3-4B,star,pd,framing_team_context[no_comm],framing_team_context,no_comm,0.036803856136447904,0.00967741935483871,0.0639302929180571,0.962962962962963,0.888888888888889,1.0,0.9261591068265151,5,5
Qwen3-4B,star,pd,no_sense,no_sense,cheap_talk,0.036803856136447904,0.00967741935483871,0.0639302929180571,0.921875,0.85,0.990625,0.8850711438635521,5,5
Qwen3-4B,star,pd,silence,silence,cheap_talk,0.036803856136447904,0.00967741935483871,0.0639302929180571,0.7,0.4,1.0,0.6631961438635521,5,5
Qwen3-4B,star,sh,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,0.9552590420332356,0.9085923753665689,0.9967741935483871,1.0,1.0,1.0,0.04474095796676436,5,5
Qwen3-4B,star,sh,counterfactual,counterfactual,cheap_talk,0.9552590420332356,0.9085923753665689,0.9967741935483871,1.0,1.0,1.0,0.04474095796676436,5,5
Qwen3-4B,star,sh,framing_business,framing_business,cheap_talk,0.9552590420332356,0.9085923753665689,0.9967741935483871,1.0,1.0,1.0,0.04474095796676436,5,5
