model_id,topology,cell,game,round,coop_rate
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,5,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,6,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,7,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,8,0.75
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,9,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,10,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,11,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,12,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,13,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,14,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,15,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,pd,16,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,1,0.5
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,2,0.75
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,3,0.25
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,4,0.75
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,5,0.25
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,6,0.75
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,7,0.75
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,8,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,9,0.75
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,10,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,11,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,12,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,13,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,14,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,15,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,16,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,1,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,2,0.75
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,3,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,4,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,5,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,6,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,7,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,8,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,9,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,10,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,11,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,12,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,13,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,14,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,15,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,16,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,1,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,2,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,3,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,4,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,5,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,6,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,7,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,8,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,9,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,10,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,11,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,12,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,13,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,14,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,15,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,16,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,1,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,2,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,3,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,4,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,5,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,6,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,7,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,8,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,9,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,10,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,11,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,12,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,13,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,14,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,15,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,16,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,1,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,2,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,3,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,4,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,5,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,6,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,7,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,8,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,9,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,10,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,11,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,12,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,13,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,14,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,15,0.75
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,sh,16,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,1,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,2,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,3,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,4,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,5,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,6,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,7,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,8,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,9,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,10,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,11,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,12,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,13,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,14,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,15,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,16,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,pd,1,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,2,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,3,0.6666666666666666
Llama-3.1-8B-Instruct,star,no_comm,pd,4,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,pd,5,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,6,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,7,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,8,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,9,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,10,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,pd,11,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,12,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,13,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,14,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,pd,15,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,16,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,1,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,2,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,3,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,4,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,5,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,6,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,7,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,8,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,9,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,10,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,11,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,12,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,13,1.0
Llama-3.1-8B-Instruct,star,no_comm,pd,14,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,15,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,16,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,1,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,2,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,3,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,4,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,pd,5,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,6,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,7,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,8,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,9,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,10,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,11,0.6666666666666666
Llama-3.1-8B-Instruct,star,no_comm,pd,12,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,13,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,14,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,15,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,16,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,1,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,2,0.75
Llama-3.1-8B-Instruct,star,no_comm,pd,3,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,4,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,5,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,6,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,7,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,8,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,9,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,10,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,11,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,12,0.0
Llama-3.1-8B-Instruct,star,no_comm,pd,13,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,14,0.5
Llama-3.1-8B-Instruct,star,no_comm,pd,15,0.25
Llama-3.1-8B-Instruct,star,no_comm,pd,16,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,1,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,2,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,3,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,4,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,5,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,6,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,7,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,8,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,9,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,10,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,11,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,12,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,13,0.25
Llama-3.1-8B-Instruct,star,no_comm,sh,14,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,15,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,16,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,1,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,2,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,3,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,4,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,5,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,6,0.6666666666666666
Llama-3.1-8B-Instruct,star,no_comm,sh,7,0.6666666666666666
Llama-3.1-8B-Instruct,star,no_comm,sh,8,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,sh,9,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,10,0.6666666666666666
Llama-3.1-8B-Instruct,star,no_comm,sh,11,0.0
Llama-3.1-8B-Instruct,star,no_comm,sh,12,0.25
Llama-3.1-8B-Instruct,star,no_comm,sh,13,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,sh,14,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,15,0.25
Llama-3.1-8B-Instruct,star,no_comm,sh,16,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,1,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,2,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,3,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,4,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,5,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,6,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,7,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,8,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,9,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,sh,10,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,11,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,12,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,13,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,14,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,sh,15,0.25
Llama-3.1-8B-Instruct,star,no_comm,sh,16,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,1,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,2,0.25
Llama-3.1-8B-Instruct,star,no_comm,sh,3,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,sh,4,0.6666666666666666
Llama-3.1-8B-Instruct,star,no_comm,sh,5,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,sh,6,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,7,0.0
Llama-3.1-8B-Instruct,star,no_comm,sh,8,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,9,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,sh,10,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,11,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,12,0.6666666666666666
Llama-3.1-8B-Instruct,star,no_comm,sh,13,0.25
Llama-3.1-8B-Instruct,star,no_comm,sh,14,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,15,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,16,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,1,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,2,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,3,1.0
Llama-3.1-8B-Instruct,star,no_comm,sh,4,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,5,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,sh,6,0.0
Llama-3.1-8B-Instruct,star,no_comm,sh,7,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,8,0.25
Llama-3.1-8B-Instruct,star,no_comm,sh,9,0.3333333333333333
Llama-3.1-8B-Instruct,star,no_comm,sh,10,0.6666666666666666
Llama-3.1-8B-Instruct,star,no_comm,sh,11,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,12,0.5
Llama-3.1-8B-Instruct,star,no_comm,sh,13,0.75
Llama-3.1-8B-Instruct,star,no_comm,sh,14,0.0
Llama-3.1-8B-Instruct,star,no_comm,sh,15,0.25
Llama-3.1-8B-Instruct,star,no_comm,sh,16,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,1,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,2,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,3,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,4,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,5,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,6,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,7,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,8,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,9,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,10,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,11,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,12,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,13,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,14,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,15,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,16,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,1,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,2,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,3,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,4,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,5,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,6,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,7,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,8,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,9,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,10,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,11,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,12,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,13,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,14,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,15,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,16,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,1,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,2,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,3,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,4,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,5,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,6,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,7,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,8,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,9,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,10,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,11,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,12,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,13,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,14,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,15,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,16,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,1,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,2,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,3,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,4,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,5,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,6,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,7,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,8,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,9,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,10,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,11,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,12,0.5
Llama-3.1-8B-Instruct,star,counterfactual,pd,13,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,14,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,15,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,16,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,1,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,2,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,3,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,4,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,5,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,6,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,7,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,8,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,9,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,10,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,11,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,12,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,13,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,14,1.0
Llama-3.1-8B-Instruct,star,counterfactual,pd,15,0.75
Llama-3.1-8B-Instruct,star,counterfactual,pd,16,0.75
