model_id,topology,cell,scenario,condition,game,n_runs,coop_rate_overall_mean,coop_rate_overall_ci_lo,coop_rate_overall_ci_hi,coop_rate_hub_mean,coop_rate_hub_ci_lo,coop_rate_hub_ci_hi,coop_rate_leaf_mean,coop_rate_leaf_ci_lo,coop_rate_leaf_ci_hi,hub_minus_leaf_coop_mean,hub_minus_leaf_coop_ci_lo,hub_minus_leaf_coop_ci_hi,hub_total_payoff_mean,hub_total_payoff_ci_lo,hub_total_payoff_ci_hi,leaf_avg_payoff_mean,leaf_avg_payoff_ci_lo,leaf_avg_payoff_ci_hi,hub_leadership_rate_mean,hub_leadership_rate_ci_lo,hub_leadership_rate_ci_hi,hub_exploitation_rate_mean,hub_exploitation_rate_ci_lo,hub_exploitation_rate_ci_hi,invalid_rate_mean,invalid_rate_ci_lo,invalid_rate_ci_hi,full_coop_rate_mean,full_coop_rate_ci_lo,full_coop_rate_ci_hi
Llama-3.1-8B-Instruct,cycle,framing_competitive_context[no_comm],framing_competitive_context,no_comm,pd,5,0.4516085143734913,0.3958709677419355,0.5161904761904761,,,,,,,,,,,,,,,,,,,,,,0.11875,0.062421875,0.18125,0.075,0.0125,0.15
Llama-3.1-8B-Instruct,cycle,framing_competitive_context[no_comm],framing_competitive_context,no_comm,sh,5,0.5532095235670211,0.46839213418160786,0.6042735042735043,,,,,,,,,,,,,,,,,,,,,,0.15,0.125,0.175,0.0875,0.0375,0.125
Llama-3.1-8B-Instruct,cycle,framing_team,framing_team,cheap_talk,pd,5,0.6799603174603175,0.5237103174603175,0.8282490079365078,,,,,,,,,,,,,,,,,,,,,,0.003125,0.0,0.009375,0.3125,0.12468750000000002,0.55
Llama-3.1-8B-Instruct,cycle,framing_team,framing_team,cheap_talk,sh,5,0.690625,0.653125,0.734375,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.325,0.2,0.425
Llama-3.1-8B-Instruct,cycle,framing_team_context[cheap_talk],framing_team_context,cheap_talk,pd,5,0.99375,0.98125,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.975,0.925,1.0
Llama-3.1-8B-Instruct,cycle,framing_team_context[cheap_talk],framing_team_context,cheap_talk,sh,5,0.86875,0.80625,0.93125,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.7125,0.575,0.8625
Llama-3.1-8B-Instruct,cycle,framing_team_context[no_comm],framing_team_context,no_comm,pd,5,0.8830577233815793,0.7714855433698903,0.9827586206896551,,,,,,,,,,,,,,,,,,,,,,0.08125,0.021875,0.146875,0.5625,0.2875,0.8375
Llama-3.1-8B-Instruct,cycle,framing_team_context[no_comm],framing_team_context,no_comm,sh,5,0.6867091570318521,0.6256366368873675,0.7457320520067835,,,,,,,,,,,,,,,,,,,,,,0.078125,0.053125,0.103125,0.1875,0.1,0.2875
Llama-3.1-8B-Instruct,cycle,no_comm,no_comm,no_comm,pd,5,0.5681483361247864,0.4462616522018644,0.7216714882674381,,,,,,,,,,,,,,,,,,,,,,0.09375,0.05,0.153125,0.125,0.0125,0.2875
Llama-3.1-8B-Instruct,cycle,no_comm,no_comm,no_comm,sh,5,0.7025386291848177,0.6105869085890293,0.7775929102344197,,,,,,,,,,,,,,,,,,,,,,0.1125,0.078125,0.146875,0.225,0.1375,0.325
Llama-3.1-8B-Instruct,cycle,no_sense,no_sense,cheap_talk,pd,5,0.6265120967741936,0.46218750000000003,0.7858870967741935,,,,,,,,,,,,,,,,,,,,,,0.00625,0.0,0.01875,0.2375,0.075,0.4125
Llama-3.1-8B-Instruct,cycle,no_sense,no_sense,cheap_talk,sh,5,0.740625,0.646875,0.81875,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3125,0.1875,0.425
Llama-3.1-8B-Instruct,cycle,silence,silence,cheap_talk,pd,5,0.7356214482972812,0.49388498568826433,0.9772503840245775,,,,,,,,,,,,,,,,,,,,,,0.034375,0.01875,0.053125,0.475,0.1875,0.7625
Llama-3.1-8B-Instruct,cycle,silence,silence,cheap_talk,sh,5,0.6492332099418296,0.5204124801692226,0.7665785298783713,,,,,,,,,,,,,,,,,,,,,,0.0375,0.03125,0.04375,0.1125,0.0,0.2375
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,pd,5,0.984375,0.959375,1.0,1.0,1.0,1.0,0.9791666666666666,0.9458333333333334,1.0,0.02083333333333335,0.0,0.054166666666666696,189.0,184.2,192.0,4.041666666666667,4.0,4.108333333333333,0.9822222222222223,0.9555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.8375,1.0
Llama-3.1-8B-Instruct,star,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,sh,5,0.953125,0.875,0.996875,0.925,0.8,1.0,0.9625,0.8958333333333334,1.0,-0.0375,-0.09583333333333335,0.008333333333333349,274.2,252.0,287.0,5.6,4.950000000000001,5.991666666666666,0.9066666666666666,0.76,0.9955555555555555,,,,0.0,0.0,0.0,0.875,0.6875,0.9875
Llama-3.1-8B-Instruct,star,counterfactual,counterfactual,cheap_talk,pd,5,0.9528769841269842,0.9153769841269842,0.984375,0.9491666666666667,0.8741666666666668,1.0,0.9541666666666666,0.9291666666666666,0.9791666666666666,-0.00499999999999996,-0.05499999999999996,0.02083333333333337,187.8,180.0,194.4,3.8916666666666666,3.7166666666666663,4.041666666666667,0.9415873015873014,0.8793650793650792,0.9777777777777776,0.05083333333333333,0.0,0.12583333333333332,0.003125,0.0,0.009375,0.8125,0.6625,0.9375
Llama-3.1-8B-Instruct,star,counterfactual,counterfactual,cheap_talk,sh,5,0.9654761904761905,0.9528273809523811,0.984375,0.9875,0.9625,1.0,0.9580673758865249,0.9411347517730497,0.9791666666666667,0.029432624113475157,-2.2204460492503132e-17,0.05860593971631204,276.2,270.8,283.0,5.841666666666667,5.733125,5.95,0.9466666666666667,0.9111111111111111,0.9777777777777779,,,,0.003125,0.0,0.009375,0.8625,0.8,0.9375
Llama-3.1-8B-Instruct,star,framing_business,framing_business,cheap_talk,pd,5,0.69375,0.496875,0.890625,0.7125,0.5125,0.925,0.6875,0.4875,0.8875,0.025,-0.04583333333333332,0.10833333333333332,166.8,151.0,182.6,3.6,3.2083333333333335,4.008333333333333,0.7422222222222222,0.5644444444444445,0.9199999999999999,0.1375,0.0125,0.2625,0.0,0.0,0.0,0.4375,0.1125,0.7625
Llama-3.1-8B-Instruct,star,framing_business,framing_business,cheap_talk,sh,5,0.61875,0.496875,0.771875,0.675,0.6,0.7875,0.6,0.4583333333333333,0.7708333333333334,0.075,-0.0125,0.1541666666666667,184.8,157.37,222.8,4.075,3.6541666666666663,4.7041666666666675,0.6622222222222222,0.5644444444444444,0.7777777777777778,,,,0.0,0.0,0.0,0.25,0.1,0.475
Llama-3.1-8B-Instruct,star,framing_business_context[cheap_talk],framing_business_context,cheap_talk,pd,5,0.9875,0.9625,1.0,0.9875,0.9625,1.0,0.9875,0.9625,1.0,0.0,0.0,0.0,191.4,190.2,192.0,3.9875,3.9625,4.0,0.9866666666666667,0.96,1.0,0.0125,0.0,0.0375,0.0,0.0,0.0,0.95,0.85,1.0
Llama-3.1-8B-Instruct,star,framing_business_context[cheap_talk],framing_business_context,cheap_talk,sh,5,0.9498015873015874,0.9248015873015873,0.96875,0.9625,0.9375,0.9875,0.9454787234042554,0.9159574468085108,0.975,0.017021276595744685,-0.024999999999999977,0.05904255319148934,270.8,263.8,277.4,5.691666666666666,5.595833333333333,5.808645833333333,0.9018181818181817,0.8573737373737373,0.9373737373737374,,,,0.003125,0.0,0.009375,0.8,0.725,0.875
Llama-3.1-8B-Instruct,star,framing_business_context[no_comm],framing_business_context,no_comm,pd,5,0.5947754128045343,0.47135824495324946,0.73729044834308,0.6218648018648019,0.48307692307692307,0.7654545454545455,0.588619562664052,0.4717391304347826,0.7299981998958237,0.03324523920074983,-0.04267018006148442,0.10798271625015814,134.6,114.2,157.42,2.7833333333333337,2.4875,3.1333333333333337,0.6047488553424907,0.45136678906568745,0.7951364522417154,,,,0.0875,0.053125,0.121875,0.1625,0.025,0.4
Llama-3.1-8B-Instruct,star,framing_business_context[no_comm],framing_business_context,no_comm,sh,5,0.6368016321406151,0.5161375661375661,0.7632566585956416,0.5730710955710956,0.39178321678321676,0.7543589743589744,0.6547568710359408,0.545877378435518,0.7706659619450317,-0.08168577546484523,-0.19783298097251587,0.04457919986989756,142.0,108.905,174.20499999999998,2.833333333333333,1.9916666666666665,3.65,0.614280622777869,0.48509715893862243,0.7303072484819141,,,,0.109375,0.078125,0.1375,0.15,0.05,0.2375
Llama-3.1-8B-Instruct,star,framing_competitive,framing_competitive,cheap_talk,pd,5,0.36054025423728814,0.29375,0.4273305084745763,0.4355769230769231,0.2625,0.5876682692307691,0.33695652173913043,0.2875,0.3864130434782609,0.09862040133779265,-0.04999999999999999,0.2361900780379041,126.6,115.4,141.2,3.054166666666667,2.575,3.6291666666666673,0.5415686274509804,0.4602614379084967,0.6266666666666667,0.09038461538461538,0.0375,0.15,0.015625,0.0,0.046875,0.0125,0.0,0.0375
Llama-3.1-8B-Instruct,star,framing_competitive,framing_competitive,cheap_talk,sh,5,0.5251984126984126,0.5062996031746032,0.5440972222222222,0.575,0.45,0.7,0.5088652482269503,0.4625,0.5702127659574469,0.06613475177304966,-0.13111702127659575,0.23953900709219855,155.2,151.6,158.8,3.4333333333333336,2.9372916666666664,3.895833333333333,0.5337373737373736,0.4305050505050505,0.6473737373737374,,,,0.00625,0.0,0.0125,0.0875,0.0375,0.125
Llama-3.1-8B-Instruct,star,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,pd,5,0.946875,0.896875,0.996875,0.9625,0.925,1.0,0.9416666666666667,0.8875,0.9958333333333332,0.02083333333333335,0.0,0.054166666666666696,186.6,181.2,191.4,3.991666666666667,3.8958333333333335,4.066770833333334,0.928888888888889,0.8622222222222222,0.9955555555555555,0.0375,0.0,0.075,0.0,0.0,0.0,0.825,0.6375,0.9875
Llama-3.1-8B-Instruct,star,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,sh,5,0.93125,0.89375,0.96875,0.95,0.9125,0.9875,0.925,0.8875,0.9625,0.025,0.004166666666666674,0.04583333333333335,267.0,256.185,277.8,5.6375,5.4125,5.8625,0.928888888888889,0.8755555555555556,0.9866666666666667,,,,0.0,0.0,0.0,0.8,0.7,0.8875
Llama-3.1-8B-Instruct,star,framing_competitive_context[no_comm],framing_competitive_context,no_comm,pd,5,0.2756009669864773,0.1823757271285034,0.3769124423963134,0.28023809523809523,0.10166666666666666,0.505,0.27317293783483626,0.20758556891766883,0.3387603067520037,0.00706515740325897,-0.11401414034624024,0.1592435489572287,113.0,105.0,119.2,2.479166666666667,1.9540625000000003,3.1166666666666663,0.633330169381159,0.5073774179037337,0.7593538227303938,,,,0.0625,0.040625,0.096875,0.0125,0.0,0.0375
Llama-3.1-8B-Instruct,star,framing_competitive_context[no_comm],framing_competitive_context,no_comm,sh,5,0.6054782778102473,0.5429885057471264,0.6601129943502825,0.6921794871794871,0.5383333333333333,0.8183333333333334,0.575292330957843,0.5141749723145072,0.6446808510638298,0.11688715622164411,-0.03383560520380164,0.2680386280386281,148.6,127.0,170.8,3.333333333333333,2.8833333333333333,3.7666666666666666,0.5693138457103839,0.5167393199651265,0.6411295638675654,,,,0.09375,0.053125,0.13125,0.1375,0.0625,0.2625
Llama-3.1-8B-Instruct,star,framing_team,framing_team,cheap_talk,pd,5,0.675,0.421875,0.8532812499999999,0.675,0.375,0.9,0.675,0.4291666666666667,0.8458333333333332,-5.551115123125783e-18,-0.075,0.1,166.4,147.6,181.2,3.4666666666666663,2.75,4.05,0.8177777777777777,0.7688888888888888,0.8711111111111111,0.325,0.1,0.625,0.0,0.0,0.0,0.4375,0.225,0.6375
Llama-3.1-8B-Instruct,star,framing_team,framing_team,cheap_talk,sh,5,0.634375,0.5375,0.74375,0.65,0.5125,0.7878124999999997,0.6291666666666667,0.5458333333333334,0.7291666666666666,0.020833333333333325,-0.04583333333333335,0.08749999999999998,190.6,163.8,217.8,4.033333333333333,3.3041666666666663,4.6834375,0.6133333333333334,0.5155555555555555,0.7244444444444446,,,,0.0,0.0,0.0,0.2375,0.125,0.3875
Llama-3.1-8B-Instruct,star,framing_team_context[cheap_talk],framing_team_context,cheap_talk,pd,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,192.0,192.0,192.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,star,framing_team_context[cheap_talk],framing_team_context,cheap_talk,sh,5,0.8928278688524589,0.78125,0.9803278688524589,0.9375,0.8375,1.0,0.8786347517730497,0.761968085106383,0.975,0.05886524822695034,0.0125,0.10523049645390067,252.4,223.4,281.4,5.395833333333334,4.887500000000001,5.9,0.8625641025641025,0.7558974358974359,0.9692307692307693,,,,0.009375,0.0,0.028125,0.7125,0.5,0.925
Llama-3.1-8B-Instruct,star,framing_team_context[no_comm],framing_team_context,no_comm,pd,5,0.698811544991511,0.5219316784731574,0.8935483870967742,0.8057142857142857,0.6542857142857142,0.9571428571428571,0.6690199871050935,0.4800128949065119,0.8833333333333334,0.13669429860919222,0.06127659574468085,0.2121120014737036,127.8,104.985,160.4,3.1416666666666666,2.670833333333333,3.6333333333333337,0.6763247863247864,0.47376068376068375,0.8868055555555555,,,,0.065625,0.025,0.1,0.325,0.05,0.7
Llama-3.1-8B-Instruct,star,framing_team_context[no_comm],framing_team_context,no_comm,sh,5,0.7011679644048943,0.5559113300492611,0.8038912283489592,0.6562271062271062,0.4824175824175825,0.8181318681318681,0.7164336372847011,0.5723376623376624,0.8110058027079303,-0.0602065310575949,-0.13754259924472695,0.03463203463203464,167.8,134.0,193.4,3.2458333333333327,2.5666666666666664,3.7791666666666663,0.7084816110479669,0.6403812256609961,0.8099732076866223,,,,0.09375,0.0625,0.11875,0.2625,0.125,0.3875
Llama-3.1-8B-Instruct,star,no_comm,no_comm,no_comm,pd,5,0.46965541554976087,0.2613274008157212,0.6779834302838005,0.4704761904761905,0.24761904761904763,0.6933333333333334,0.4695095029854512,0.2657882011605416,0.6732308048103608,0.0009666874907392819,-0.048294788775824916,0.04860389610389611,134.0,112.18,157.6,2.8333333333333335,2.341666666666667,3.325,0.6789527680991095,0.623932781649245,0.7339024390243902,,,,0.04375,0.025,0.06875,0.1625,0.0,0.3375
Llama-3.1-8B-Instruct,star,no_comm,no_comm,no_comm,sh,5,0.6521467097194513,0.5900553771697148,0.7257498585172609,0.6524542124542124,0.4791208791208791,0.8247619047619047,0.6478508988949365,0.6044444444444445,0.6979713013359723,0.004603313559275957,-0.15540108470341032,0.14276258020938876,150.8,118.2,183.2849999999999,3.1416666666666666,2.2208333333333337,4.1375,0.6113386613386613,0.4935897435897436,0.7287379287379288,,,,0.090625,0.04375,0.140625,0.2,0.1125,0.275
Llama-3.1-8B-Instruct,star,no_sense,no_sense,cheap_talk,pd,5,0.484375,0.315625,0.675,0.5375,0.35,0.725,0.4666666666666667,0.30416666666666664,0.6625,0.07083333333333333,0.025000000000000005,0.125,145.6,130.2,163.44499999999996,3.3875,2.9625,3.8416666666666663,0.6533333333333332,0.5644444444444444,0.7511111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.0375,0.35
Llama-3.1-8B-Instruct,star,no_sense,no_sense,cheap_talk,sh,5,0.7020337301587302,0.617607886904762,0.8,0.775,0.7,0.8375,0.6774822695035462,0.5708333333333334,0.7941489361702128,0.09751773049645389,-0.008333333333333349,0.20336879432624114,197.8,172.595,226.4,4.408333333333333,4.0125,4.804166666666666,0.651010101010101,0.5308080808080808,0.7644444444444445,,,,0.003125,0.0,0.009375,0.2875,0.1125,0.4625
Llama-3.1-8B-Instruct,star,silence,silence,cheap_talk,pd,5,0.3290674603174603,0.29250992063492065,0.36564856150793645,0.3625,0.2625,0.45,0.3179078014184397,0.26242686170212765,0.3792708333333333,0.044592198581560286,-0.10540780141843972,0.16250000000000003,133.6,120.2,149.0,2.9916666666666667,2.5208333333333335,3.3708333333333336,0.5945454545454546,0.4977777777777777,0.6991919191919191,,,,0.003125,0.0,0.009375,0.025,0.0,0.05
Llama-3.1-8B-Instruct,star,silence,silence,cheap_talk,sh,5,0.8431451612903226,0.78125,0.9118951612903226,0.8875,0.825,0.9503124999999997,0.8291666666666668,0.7625,0.9041666666666668,0.05833333333333333,0.008333333333333304,0.10833333333333332,233.6,217.0,254.0,5.029166666666667,4.766666666666667,5.345833333333333,0.7914529914529915,0.7025641025641025,0.8981196581196581,,,,0.00625,0.0,0.01875,0.5,0.3375,0.6625
Qwen2.5-7B-Instruct,cycle,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,pd,5,0.9625,0.8875,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.8875,0.6625,1.0
Qwen2.5-7B-Instruct,cycle,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,sh,5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,cycle,counterfactual,counterfactual,cheap_talk,pd,5,0.971875,0.921875,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.9375,0.8375,1.0
Qwen2.5-7B-Instruct,cycle,counterfactual,counterfactual,cheap_talk,sh,5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,cycle,framing_business,framing_business,cheap_talk,pd,5,0.975,0.925,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.925,0.775,1.0
Qwen2.5-7B-Instruct,cycle,framing_business,framing_business,cheap_talk,sh,5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,cycle,framing_business_context[cheap_talk],framing_business_context,cheap_talk,pd,5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,cycle,framing_business_context[cheap_talk],framing_business_context,cheap_talk,sh,5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,cycle,framing_business_context[no_comm],framing_business_context,no_comm,pd,5,0.6625,0.3125,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.6,0.2,1.0
Qwen2.5-7B-Instruct,cycle,framing_business_context[no_comm],framing_business_context,no_comm,sh,5,0.996875,0.990625,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.9875,0.9625,1.0
Qwen2.5-7B-Instruct,cycle,framing_competitive,framing_competitive,cheap_talk,pd,5,0.11875,0.05,0.20625,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen2.5-7B-Instruct,cycle,framing_competitive,framing_competitive,cheap_talk,sh,5,0.971875,0.9375,0.996875,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.9125,0.825,0.9875
Qwen2.5-7B-Instruct,cycle,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,pd,5,0.94375,0.83125,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.85,0.55,1.0
Qwen2.5-7B-Instruct,cycle,framing_competitive_context[cheap_talk],framing_competitive_context,cheap_talk,sh,5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,cycle,framing_competitive_context[no_comm],framing_competitive_context,no_comm,pd,5,0.1375,0.125,0.15625,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen2.5-7B-Instruct,cycle,framing_competitive_context[no_comm],framing_competitive_context,no_comm,sh,5,0.8625,0.796875,0.93125,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.6375,0.5375,0.7625
Qwen2.5-7B-Instruct,cycle,framing_team,framing_team,cheap_talk,pd,5,0.996875,0.990625,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.9875,0.9625,1.0
Qwen2.5-7B-Instruct,cycle,framing_team,framing_team,cheap_talk,sh,5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,cycle,framing_team_context[cheap_talk],framing_team_context,cheap_talk,pd,5,0.996875,0.990625,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.9875,0.9625,1.0
Qwen2.5-7B-Instruct,cycle,framing_team_context[cheap_talk],framing_team_context,cheap_talk,sh,5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,cycle,framing_team_context[no_comm],framing_team_context,no_comm,pd,5,0.9375,0.8125,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.85,0.55,1.0
Qwen2.5-7B-Instruct,cycle,framing_team_context[no_comm],framing_team_context,no_comm,sh,5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,cycle,no_comm,no_comm,no_comm,pd,5,0.109375,0.078125,0.140625,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen2.5-7B-Instruct,cycle,no_comm,no_comm,no_comm,sh,5,0.909375,0.865625,0.953125,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.7375,0.6375,0.8375
Qwen2.5-7B-Instruct,cycle,no_sense,no_sense,cheap_talk,pd,5,0.16875,0.1125,0.234375,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.025,0.0,0.05
Qwen2.5-7B-Instruct,cycle,no_sense,no_sense,cheap_talk,sh,5,0.93125,0.9125,0.959375,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.775,0.7,0.8625
Qwen2.5-7B-Instruct,cycle,silence,silence,cheap_talk,pd,5,0.39375,0.359375,0.428125,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen2.5-7B-Instruct,cycle,silence,silence,cheap_talk,sh,5,0.9875,0.9625,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.95,0.85,1.0
Qwen2.5-7B-Instruct,star,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,pd,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,192.0,192.0,192.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Qwen2.5-7B-Instruct,star,baseline_cheap_talk,baseline_cheap_talk,cheap_talk,sh,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,288.0,288.0,288.0,6.0,6.0,6.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0
